collection,word,article,plural,word_class,example,topic,source_page
tricolore-2-5th-edition,on sort,,,phrase,,none,154
tricolore-2-5th-edition,ordinateur (m),,,noun,,communication,154
tricolore-2-5th-edition,oublier,,,verb,,none,154
tricolore-2-5th-edition,ouvrir,,,verb,,none,154
tricolore-2-5th-edition,parler,,,verb,,none,154
tricolore-2-5th-edition,parties du corps,les,,noun,,hobby,154
tricolore-2-5th-edition,pays et les continents,les,,noun,,travel,154
tricolore-2-5th-edition,penser,,,verb,,none,154
tricolore-2-5th-edition,plats d'un repas,les,,noun,,food,154
tricolore-2-5th-edition,poser une question,,,verb,,none,154
tricolore-2-5th-edition,quantités,les,,noun,,none,154
tricolore-2-5th-edition,ranger,,,verb,,none,154
tricolore-2-5th-edition,repas au restaurant,un,,noun,,restaurant,154
tricolore-2-5th-edition,routine journalière,la,,noun,,daily-routine,154
tricolore-2-5th-edition,règle (f),,,noun,,school,154
tricolore-2-5th-edition,répondre,,,verb,,none,154
tricolore-2-5th-edition,répéter,,,verb,,none,154
tricolore-2-5th-edition,sac de sports (m),,,noun,,hobby,154
tricolore-2-5th-edition,sac à dos (m),,,noun,,none,154
tricolore-2-5th-edition,santé,la,,noun,,health,154
tricolore-2-5th-edition,savoir,,,verb,,none,154
tricolore-2-5th-edition,souligner,,,verb,,none,154
tricolore-2-5th-edition,stylo à bille (m),,,noun,,none,154
tricolore-2-5th-edition,surligneur (m),,,noun,,none,154
tricolore-2-5th-edition,table (f),,,noun,,none,154
tricolore-2-5th-edition,tableau (m),,,noun,,none,154
tricolore-2-5th-edition,tableau interactif (m),,,noun,,none,154
tricolore-2-5th-edition,taille-crayon (m),,,noun,,school,154
tricolore-2-5th-edition,temps passé,le,,noun,,time-dates,154
tricolore-2-5th-edition,tourner,,,verb,,none,154
tricolore-2-5th-edition,transports,les,,noun,,travel,154
tricolore-2-5th-edition,travailler (en équipes),,,verb,,none,154
tricolore-2-5th-edition,trousse (f),,,noun,,school,154
tricolore-2-5th-edition,trouver,,,verb,,none,154
tricolore-2-5th-edition,télévision (f),,,noun,,none,154
tricolore-2-5th-edition,vie au collège,la,,noun,,school,154
tricolore-2-5th-edition,vérifier,,,verb,,none,154
tricolore-2-5th-edition,vêtements,les,,noun,,shopping,154
tricolore-2-5th-edition,à la gare,,,phrase,,travel,154
tricolore-2-5th-edition,écouter,,,verb,,none,154
tricolore-2-5th-edition,écran (m),,,noun,,communication,154
tricolore-2-5th-edition,écrire,,,verb,,none,154
tricolore-2-5th-edition,aller en discothèque/boîte (f),,,verb,,hobby,155
tricolore-2-5th-edition,animaux (m pl),les,,noun,,none,155
tricolore-2-5th-edition,assez,,,adverb,,none,155
tricolore-2-5th-edition,athlétisme (m),,,noun,,hobby,155
tricolore-2-5th-edition,auberge de jeunesse (f),,,noun,,vacation,155
tricolore-2-5th-edition,badminton (m),,,noun,,none,155
tricolore-2-5th-edition,banque (f),,,noun,,city-places,155
tricolore-2-5th-edition,batterie (f),,,noun,,hobby,155
tricolore-2-5th-edition,beau-frère (m),,,noun,,family,155
tricolore-2-5th-edition,belle-sœur (f),,,noun,,family,155
tricolore-2-5th-edition,bâtiments religieux (m pl),des,,noun,,none,155
tricolore-2-5th-edition,C'est amusant,,,phrase,,none,155
tricolore-2-5th-edition,C'est difficile,,,phrase,,none,155
tricolore-2-5th-edition,C'est ennuyeux,,,phrase,,none,155
tricolore-2-5th-edition,C'est facile,,,phrase,,none,155
tricolore-2-5th-edition,C'est intéressant,,,phrase,,none,155
tricolore-2-5th-edition,C'est nul,,,phrase,,none,155
tricolore-2-5th-edition,C'est super,,,phrase,,none,155
tricolore-2-5th-edition,C'est sympa,,,phrase,,none,155
tricolore-2-5th-edition,C'est utile,,,phrase,,none,155
tricolore-2-5th-edition,camping (m),,,noun,,vacation,155
tricolore-2-5th-edition,cathédrale (f),,,noun,,city-places,155
tricolore-2-5th-edition,centre-ville (m),,,noun,,city-places,155
tricolore-2-5th-edition,chambre (f),,,noun,,home,155
tricolore-2-5th-edition,chat (m),,,noun,,none,155
tricolore-2-5th-edition,chatte (f),,,noun,,none,155
tricolore-2-5th-edition,cheval (m),,,noun,,none,155
tricolore-2-5th-edition,chien (m),,,noun,,none,155
tricolore-2-5th-edition,cochon d'Inde (m),,,noun,,none,155
tricolore-2-5th-edition,collège (m),,,noun,,school,155
tricolore-2-5th-edition,concert (m),,,noun,,hobby,155
tricolore-2-5th-edition,cousin(e) (m/f),,,noun,,family,155
tricolore-2-5th-edition,cricket (m),,,noun,,hobby,155
tricolore-2-5th-edition,cuisine (f),,,noun,,home,155
tricolore-2-5th-edition,cyclisme (m),,,noun,,hobby,155
tricolore-2-5th-edition,d'autres loisirs,,,phrase,,hobby,155
tricolore-2-5th-edition,demi-frère (m),,,noun,,none,155
tricolore-2-5th-edition,demi-sœur (f),,,noun,,none,155
tricolore-2-5th-edition,en automne (m),,,phrase,,time-dates,155
tricolore-2-5th-edition,en hiver (m),,,phrase,,time-dates,155
tricolore-2-5th-edition,en ville,,,phrase,,city-places,155
tricolore-2-5th-edition,en été (m),,,phrase,,time-dates,155
tricolore-2-5th-edition,est,l',,noun,,travel,155
tricolore-2-5th-edition,exposition (f),,,noun,,hobby,155
tricolore-2-5th-edition,faire de la peinture,,,verb,,hobby,155
tricolore-2-5th-edition,faire des photos,,,verb,,hobby,155
tricolore-2-5th-edition,faire du dessin,,,verb,,hobby,155
tricolore-2-5th-edition,faire du théâtre,,,verb,,hobby,155
tricolore-2-5th-edition,famille,la,,noun,,family,155
tricolore-2-5th-edition,fenêtre (f),,,noun,,home,155
tricolore-2-5th-edition,feu d'artifice (m),,,noun,,hobby,155
tricolore-2-5th-edition,fille (unique) (f),,,noun,,family,155
tricolore-2-5th-edition,fils (unique) (m),,,noun,,family,155
tricolore-2-5th-edition,flûte (f),,,noun,,hobby,155
tricolore-2-5th-edition,flûte à bec (f),,,noun,,none,155
tricolore-2-5th-edition,football (m),,,noun,,hobby,155
tricolore-2-5th-edition,fromage (m),,,noun,,food,155
tricolore-2-5th-edition,frère (m),,,noun,,family,155
tricolore-2-5th-edition,fête (f),,,noun,,hobby,155
tricolore-2-5th-edition,fête foraine (f),,,noun,,none,155
tricolore-2-5th-edition,garage (m),,,noun,,home,155
tricolore-2-5th-edition,gare (f),,,noun,,travel,155
tricolore-2-5th-edition,golf (m),,,noun,,hobby,155
tricolore-2-5th-edition,grand-mère (f),,,noun,,family,155
tricolore-2-5th-edition,grand-père (m),,,noun,,family,155
tricolore-2-5th-edition,guitare (f),,,noun,,hobby,155
tricolore-2-5th-edition,gymnastique (f),,,noun,,hobby,155
tricolore-2-5th-edition,hamster (m),,,noun,,none,155
tricolore-2-5th-edition,hôpital (m),,,noun,,health,155
tricolore-2-5th-edition,hôtel (m),,,noun,,none,155
tricolore-2-5th-edition,hôtel de ville (m),,,noun,,city-places,155
tricolore-2-5th-edition,il fait beau,,,phrase,,weather,155
tricolore-2-5th-edition,il fait chaud,,,phrase,,weather,155
tricolore-2-5th-edition,il fait froid,,,phrase,,weather,155
tricolore-2-5th-edition,il fait mauvais,,,phrase,,weather,155
tricolore-2-5th-edition,il neige,,,phrase,,weather,155
tricolore-2-5th-edition,il pleut,,,phrase,,weather,155
tricolore-2-5th-edition,il y a du brouillard,,,phrase,,weather,155
tricolore-2-5th-edition,il y a du soleil,,,phrase,,weather,155
tricolore-2-5th-edition,il y a du vent,,,phrase,,weather,155
tricolore-2-5th-edition,jambon (m),,,noun,,food,155
tricolore-2-5th-edition,jardin (m),,,noun,,home,155
tricolore-2-5th-edition,je ne suis pas d'accord,,,phrase,,none,155
tricolore-2-5th-edition,je suis d'accord,,,phrase,,none,155
tricolore-2-5th-edition,je suis pour/contre,,,phrase,,none,155
tricolore-2-5th-edition,jouer aux cartes,,,verb,,hobby,155
tricolore-2-5th-edition,jouer aux jeux vidéo,,,verb,,hobby,155
tricolore-2-5th-edition,jouer aux échecs,,,verb,,hobby,155
tricolore-2-5th-edition,jouer à l'ordinateur,,,verb,,communication,155
tricolore-2-5th-edition,lapin (m),,,noun,,none,155
tricolore-2-5th-edition,lit (m),,,noun,,home,155
tricolore-2-5th-edition,loin de,,,phrase,,none,155
tricolore-2-5th-edition,marché (m),,,noun,,shopping,155
tricolore-2-5th-edition,mosquée (f),,,noun,,city-places,155
tricolore-2-5th-edition,musique,la,,noun,,none,155
tricolore-2-5th-edition,musée (m),,,noun,,city-places,155
tricolore-2-5th-edition,mère (f),,,noun,,family,155
tricolore-2-5th-edition,nord,le,,noun,,travel,155
tricolore-2-5th-edition,nourriture,la,,noun,,food,155
tricolore-2-5th-edition,office de tourisme (m),,,noun,,travel,155
tricolore-2-5th-edition,oiseau (m),,,noun,,none,155
tricolore-2-5th-edition,omelette (f),,,noun,,food,155
tricolore-2-5th-edition,oncle (m),,,noun,,family,155
tricolore-2-5th-edition,ouest,l',,noun,,travel,155
tricolore-2-5th-edition,parc (m),,,noun,,city-places,155
tricolore-2-5th-edition,parking (m),,,noun,,city-places,155
tricolore-2-5th-edition,patinoire (f),,,noun,,city-places,155
tricolore-2-5th-edition,perroquet (m),,,noun,,none,155
tricolore-2-5th-edition,perruche (f),,,noun,,none,155
tricolore-2-5th-edition,peu,un,,noun,,none,155
tricolore-2-5th-edition,piano (m),,,noun,,hobby,155
tricolore-2-5th-edition,piscine (f),,,noun,,city-places,155
tricolore-2-5th-edition,pizza (f),,,noun,,food,155
tricolore-2-5th-edition,place (f),,,noun,,city-places,155
tricolore-2-5th-edition,planche à voile (f),,,noun,,hobby,155
tricolore-2-5th-edition,points cardinaux,les,,noun,,none,155
tricolore-2-5th-edition,poisson (m),,,noun,,food,155
tricolore-2-5th-edition,poisson rouge (m),,,noun,,none,155
tricolore-2-5th-edition,portable (m),,,noun,,none,155
tricolore-2-5th-edition,porte (f),,,noun,,home,155
tricolore-2-5th-edition,poste (f),,,noun,,city-places,155
tricolore-2-5th-edition,potage (m),,,noun,,food,155
tricolore-2-5th-edition,poulet (m),,,noun,,food,155
tricolore-2-5th-edition,printemps (m),au,,phrase,,time-dates,155
tricolore-2-5th-edition,près d'ici,,,phrase,,none,155
tricolore-2-5th-edition,près de,,,phrase,,none,155
tricolore-2-5th-edition,pâté (m),,,noun,,food,155
tricolore-2-5th-edition,père (m),,,noun,,family,155
tricolore-2-5th-edition,Quelle direction?,,,phrase,,travel,155
tricolore-2-5th-edition,restaurant (m),,,noun,,restaurant,155
tricolore-2-5th-edition,roller (m),,,noun,,hobby,155
tricolore-2-5th-edition,rue (principale) (f),,,noun,,city-places,155
tricolore-2-5th-edition,rugby (m),,,noun,,hobby,155
tricolore-2-5th-edition,réfrigérateur (m),,,noun,,home,155
tricolore-2-5th-edition,saisons (f pl),les,,noun,,time-dates,155
tricolore-2-5th-edition,salle de bains (f),,,noun,,home,155
tricolore-2-5th-edition,salle à manger (f),,,noun,,home,155
tricolore-2-5th-edition,salon (m),,,noun,,home,155
tricolore-2-5th-edition,sauvegarder,,,verb,,none,155
tricolore-2-5th-edition,serpent (m),,,noun,,none,155
tricolore-2-5th-edition,site web (m),,,noun,,communication,155
tricolore-2-5th-edition,skate (m),,,noun,,none,155
tricolore-2-5th-edition,ski (m),,,noun,,hobby,155
tricolore-2-5th-edition,soirée (f),,,noun,,hobby,155
tricolore-2-5th-edition,souris (f),,,noun,,communication,155
tricolore-2-5th-edition,sports (m pl),les,,noun,,hobby,155
tricolore-2-5th-edition,stade (m),,,noun,,city-places,155
tricolore-2-5th-edition,sud,le,,noun,,travel,155
tricolore-2-5th-edition,surfer sur Internet,,,verb,,communication,155
tricolore-2-5th-edition,surligner,,,verb,,none,155
tricolore-2-5th-edition,synagogue (f),,,noun,,city-places,155
tricolore-2-5th-edition,sœur (f),,,noun,,family,155
tricolore-2-5th-edition,tablette (f),,,noun,,none,155
tricolore-2-5th-edition,tante (f),,,noun,,family,155
tricolore-2-5th-edition,taper,,,verb,,none,155
tricolore-2-5th-edition,tarentule (f),,,noun,,none,155
tricolore-2-5th-edition,temple (m),,,noun,,city-places,155
tricolore-2-5th-edition,temps,le,,noun,,weather,155
tricolore-2-5th-edition,tennis (m),,,noun,,hobby,155
tricolore-2-5th-edition,touche (f),,,noun,,none,155
tricolore-2-5th-edition,tout droit,,,phrase,,none,155
tricolore-2-5th-edition,tout près,,,phrase,,none,155
tricolore-2-5th-edition,très,,,adverb,,none,155
tricolore-2-5th-edition,viande (f),,,noun,,food,155
tricolore-2-5th-edition,violon (m),,,noun,,hobby,155
tricolore-2-5th-edition,visualiser,,,verb,,none,155
tricolore-2-5th-edition,voile (f),,,noun,,hobby,155
tricolore-2-5th-edition,VTT (vélo tout terrain) (m),,,noun,,vacation,155
tricolore-2-5th-edition,à droite,,,phrase,,none,155
tricolore-2-5th-edition,à gauche,,,phrase,,none,155
tricolore-2-5th-edition,à la maison,,,phrase,,none,155
tricolore-2-5th-edition,à mon avis,,,phrase,,none,155
tricolore-2-5th-edition,À quelle distance?,,,phrase,,none,155
tricolore-2-5th-edition,à … kilomètres de,,,phrase,,travel,155
tricolore-2-5th-edition,à … milles de,,,phrase,,travel,155
tricolore-2-5th-edition,école (f),,,noun,,school,155
tricolore-2-5th-edition,église (f),,,noun,,city-places,155
tricolore-2-5th-edition,équitation (f),,,noun,,none,155
tricolore-2-5th-edition,(bleu) clair (inv),,,adjective,,none,156
tricolore-2-5th-edition,(vert) foncé (inv),,,adjective,,none,156
tricolore-2-5th-edition,août,,,noun,,time-dates,156
tricolore-2-5th-edition,aujourd'hui,,,adverb,,time-dates,156
tricolore-2-5th-edition,aussi,,,adverb,,none,156
tricolore-2-5th-edition,avenir,l',,noun,,time-dates,156
tricolore-2-5th-edition,avril,,,noun,,time-dates,156
tricolore-2-5th-edition,banane (f),,,noun,,food,156
tricolore-2-5th-edition,beurre (m),,,noun,,food,156
tricolore-2-5th-edition,bientôt,,,adverb,,time-dates,156
tricolore-2-5th-edition,blanc (blanche),,,adjective,,none,156
tricolore-2-5th-edition,bleu,,,adjective,,none,156
tricolore-2-5th-edition,blond,,,adjective,,none,156
tricolore-2-5th-edition,boissons chaudes (f pl),des,,noun,,food,156
tricolore-2-5th-edition,boissons froides (f pl),des,,noun,,food,156
tricolore-2-5th-edition,Bon anniversaire,,,phrase,,none,156
tricolore-2-5th-edition,Bonne année,,,phrase,,time-dates,156
tricolore-2-5th-edition,Bonne fête,,,phrase,,time-dates,156
tricolore-2-5th-edition,brun,,,adjective,,none,156
tricolore-2-5th-edition,café (m),,,noun,,restaurant,156
tricolore-2-5th-edition,carottes (f pl),,,noun,,food,156
tricolore-2-5th-edition,ce matin,,,phrase,,time-dates,156
tricolore-2-5th-edition,ce soir,,,phrase,,time-dates,156
tricolore-2-5th-edition,cent,,,other,,none,156
tricolore-2-5th-edition,cet après-midi,,,phrase,,time-dates,156
tricolore-2-5th-edition,champignon (m),,,noun,,food,156
tricolore-2-5th-edition,chocolat chaud (m),,,noun,,food,156
tricolore-2-5th-edition,chou (m),,,noun,,food,156
tricolore-2-5th-edition,chou-fleur (m),,,noun,,food,156
tricolore-2-5th-edition,châtain,,,adjective,,none,156
tricolore-2-5th-edition,cinq,,,other,,none,156
tricolore-2-5th-edition,cinquante,,,other,,none,156
tricolore-2-5th-edition,cinquante-et-un,,,other,,none,156
tricolore-2-5th-edition,cinquième,,,other,,none,156
tricolore-2-5th-edition,citron (m),,,noun,,food,156
tricolore-2-5th-edition,coca (m),,,noun,,food,156
tricolore-2-5th-edition,confiture (f),,,noun,,food,156
tricolore-2-5th-edition,confiture d'oranges (f),,,noun,,food,156
tricolore-2-5th-edition,conjonctions,des,,noun,,none,156
tricolore-2-5th-edition,couleurs (f pl),les,,noun,,none,156
tricolore-2-5th-edition,croissants (m pl),,,noun,,food,156
tricolore-2-5th-edition,céréales (f pl),,,noun,,food,156
tricolore-2-5th-edition,d'abord,,,adverb,,none,156
tricolore-2-5th-edition,dans l'ordre,,,phrase,,none,156
tricolore-2-5th-edition,demain,,,adverb,,time-dates,156
tricolore-2-5th-edition,desserts (m pl),des,,noun,,food,156
tricolore-2-5th-edition,deux,,,other,,none,156
tricolore-2-5th-edition,deux-cent-cinquante,,,other,,none,156
tricolore-2-5th-edition,deux-cents,,,other,,none,156
tricolore-2-5th-edition,deuxième,,,other,,none,156
tricolore-2-5th-edition,dimanche,,,noun,,time-dates,156
tricolore-2-5th-edition,dimanche dernier,,,phrase,,time-dates,156
tricolore-2-5th-edition,dix,,,other,,none,156
tricolore-2-5th-edition,dix-huit,,,other,,none,156
tricolore-2-5th-edition,dix-neuf,,,other,,none,156
tricolore-2-5th-edition,dix-sept,,,other,,none,156
tricolore-2-5th-edition,donc,,,other,,none,156
tricolore-2-5th-edition,douze,,,other,,none,156
tricolore-2-5th-edition,décembre,,,noun,,time-dates,156
tricolore-2-5th-edition,eau (f),,,noun,,food,156
tricolore-2-5th-edition,eau minérale (f),,,noun,,food,156
tricolore-2-5th-edition,en ce moment,,,phrase,,none,156
tricolore-2-5th-edition,ensuite,,,adverb,,time-dates,156
tricolore-2-5th-edition,et,,,other,,none,156
tricolore-2-5th-edition,et demie,,,phrase,,time-dates,156
tricolore-2-5th-edition,et quart,,,phrase,,time-dates,156
tricolore-2-5th-edition,fraise (f),,,noun,,food,156
tricolore-2-5th-edition,frites (f pl),,,noun,,food,156
tricolore-2-5th-edition,fruits (m pl),des,,noun,,food,156
tricolore-2-5th-edition,février,,,noun,,time-dates,156
tricolore-2-5th-edition,fête du 14 juillet / la fête nationale,la,,noun,,time-dates,156
tricolore-2-5th-edition,fêtes et les vœux,les,,noun,,none,156
tricolore-2-5th-edition,gris,,,adjective,,none,156
tricolore-2-5th-edition,gâteau (m),,,noun,,food,156
tricolore-2-5th-edition,haricots verts (m pl),,,noun,,none,156
tricolore-2-5th-edition,heure (f),l',,noun,Il est une heure/deux heures/trois heures …,time-dates,156
tricolore-2-5th-edition,hier,,,adverb,,time-dates,156
tricolore-2-5th-edition,hier matin/après-midi,,,phrase,,time-dates,156
tricolore-2-5th-edition,hier soir,,,phrase,,none,156
tricolore-2-5th-edition,huit,,,other,,none,156
tricolore-2-5th-edition,Il est midi et demi.,,,phrase,,time-dates,156
tricolore-2-5th-edition,Il est minuit et demi.,,,phrase,,time-dates,156
tricolore-2-5th-edition,janvier,,,noun,,time-dates,156
tricolore-2-5th-edition,jaune,,,adjective,,none,156
tricolore-2-5th-edition,jeudi,,,noun,,time-dates,156
tricolore-2-5th-edition,jour de l'An,le,,noun,,time-dates,156
tricolore-2-5th-edition,jours de la semaine,les,,noun,,time-dates,156
tricolore-2-5th-edition,Joyeuses Pâques,,,phrase,,none,156
tricolore-2-5th-edition,Joyeux Noël,,,phrase,,none,156
tricolore-2-5th-edition,juillet,,,noun,,time-dates,156
tricolore-2-5th-edition,juin,,,noun,,time-dates,156
tricolore-2-5th-edition,jus de fruit (m),,,noun,,food,156
tricolore-2-5th-edition,kiwi (m),,,noun,,food,156
tricolore-2-5th-edition,lait (m),,,noun,,food,156
tricolore-2-5th-edition,limonade (f),,,noun,,food,156
tricolore-2-5th-edition,lundi,,,noun,,time-dates,156
tricolore-2-5th-edition,lundi prochain,,,phrase,,time-dates,156
tricolore-2-5th-edition,légumes (m pl),des,,noun,,food,156
tricolore-2-5th-edition,mai,,,noun,,time-dates,156
tricolore-2-5th-edition,maintenant,,,adverb,,time-dates,156
tricolore-2-5th-edition,mais,,,other,,none,156
tricolore-2-5th-edition,mardi,,,noun,,time-dates,156
tricolore-2-5th-edition,Mardi gras,,,phrase,,time-dates,156
tricolore-2-5th-edition,marron (inv),,,adjective,,none,156
tricolore-2-5th-edition,mars,,,noun,,time-dates,156
tricolore-2-5th-edition,melon (m),,,noun,,food,156
tricolore-2-5th-edition,mercredi,,,noun,,time-dates,156
tricolore-2-5th-edition,mille,,,other,,none,156
tricolore-2-5th-edition,moins cinq,,,phrase,,time-dates,156
tricolore-2-5th-edition,moins dix,,,phrase,,time-dates,156
tricolore-2-5th-edition,moins le quart,,,phrase,,time-dates,156
tricolore-2-5th-edition,moins vingt,,,phrase,,time-dates,156
tricolore-2-5th-edition,moins vingt-cinq,,,phrase,,time-dates,156
tricolore-2-5th-edition,mois de l'année,les,,noun,,time-dates,156
tricolore-2-5th-edition,neuf,,,other,,none,156
tricolore-2-5th-edition,noir,,,adjective,,none,156
tricolore-2-5th-edition,nombres (m pl),les,,noun,,none,156
tricolore-2-5th-edition,novembre,,,noun,,time-dates,156
tricolore-2-5th-edition,Noël,,,noun,,none,156
tricolore-2-5th-edition,octobre,,,noun,,time-dates,156
tricolore-2-5th-edition,onze,,,other,,none,156
tricolore-2-5th-edition,orange (f),,,noun,,food,156
tricolore-2-5th-edition,orange (inv),,,adjective,,food,156
tricolore-2-5th-edition,ou,,,other,,none,156
tricolore-2-5th-edition,pain (m),,,noun,,health,156
tricolore-2-5th-edition,passé,le,,noun,,time-dates,156
tricolore-2-5th-edition,petit déjeuner,le,,noun,,food,156
tricolore-2-5th-edition,petits pois (m pl),,,noun,,food,156
tricolore-2-5th-edition,plus tard,,,phrase,,time-dates,156
tricolore-2-5th-edition,poire (f),,,noun,,food,156
tricolore-2-5th-edition,pomme (f),,,noun,,food,156
tricolore-2-5th-edition,pommes de terre (f pl),,,noun,,food,156
tricolore-2-5th-edition,premier (première),,,other,,none,156
tricolore-2-5th-edition,présent,le,,noun,,shopping,156
tricolore-2-5th-edition,puis,,,other,,none,156
tricolore-2-5th-edition,Pâques,,,noun,,none,156
tricolore-2-5th-edition,pêche (f),,,noun,,food,156
tricolore-2-5th-edition,quarante,,,other,,none,156
tricolore-2-5th-edition,quarante-et-un,,,other,,none,156
tricolore-2-5th-edition,quatorze,,,other,,none,156
tricolore-2-5th-edition,quatre,,,other,,none,156
tricolore-2-5th-edition,quatre-vingt-deux,,,other,,none,156
tricolore-2-5th-edition,quatre-vingt-dix,,,other,,none,156
tricolore-2-5th-edition,quatre-vingt-onze,,,other,,none,156
tricolore-2-5th-edition,quatre-vingt-un,,,other,,none,156
tricolore-2-5th-edition,quatre-vingts,,,other,,none,156
tricolore-2-5th-edition,quatrième,,,other,,none,156
tricolore-2-5th-edition,Quelle heure est-il?,,,phrase,,time-dates,156
tricolore-2-5th-edition,quinze,,,other,,none,156
tricolore-2-5th-edition,raisin (m),,,noun,,food,156
tricolore-2-5th-edition,rose,,,adjective,,none,156
tricolore-2-5th-edition,rouge,,,adjective,,none,156
tricolore-2-5th-edition,roux,,,adjective,,none,156
tricolore-2-5th-edition,salade (f),,,noun,,food,156
tricolore-2-5th-edition,samedi,,,noun,,time-dates,156
tricolore-2-5th-edition,samedi matin,,,phrase,,time-dates,156
tricolore-2-5th-edition,seize,,,other,,none,156
tricolore-2-5th-edition,semaine dernière,la,,noun,,time-dates,156
tricolore-2-5th-edition,semaine prochaine,la,,noun,,time-dates,156
tricolore-2-5th-edition,sept,,,other,,none,156
tricolore-2-5th-edition,septembre,,,noun,,time-dates,156
tricolore-2-5th-edition,si,,,other,,none,156
tricolore-2-5th-edition,six,,,other,,none,156
tricolore-2-5th-edition,soixante,,,other,,none,156
tricolore-2-5th-edition,soixante-dix,,,other,,none,156
tricolore-2-5th-edition,soixante-douze,,,other,,none,156
tricolore-2-5th-edition,soixante-et-onze,,,other,,none,156
tricolore-2-5th-edition,soixante-et-un,,,other,,none,156
tricolore-2-5th-edition,sucre (m),,,noun,,food,156
tricolore-2-5th-edition,tarte aux pommes (f),,,noun,,food,156
tricolore-2-5th-edition,thé (m),,,noun,,food,156
tricolore-2-5th-edition,toasts (m pl),,,noun,,food,156
tricolore-2-5th-edition,tomate (f),,,noun,,food,156
tricolore-2-5th-edition,treize,,,other,,none,156
tricolore-2-5th-edition,trente,,,other,,none,156
tricolore-2-5th-edition,trente-et-un,,,other,,none,156
tricolore-2-5th-edition,trois,,,other,,none,156
