collection,word,translation,article,gender,plural,word_class,example,topic,source_page
tricolore-1-5th-edition,Joyeuses Pâques!,Happy Easter!,,,,phrase,,communication,061
tricolore-1-5th-edition,Joyeux Noël!,Happy Christmas!,,,,phrase,,communication,061
tricolore-1-5th-edition,juillet,July,,,,noun,,time-dates,061
tricolore-1-5th-edition,juin,June,,,,noun,,time-dates,061
tricolore-1-5th-edition,jupe,skirt,une,,,noun,,shopping,061
tricolore-1-5th-edition,les cheveux blonds.,blonde hair.,,,,phrase,,personal-info,061
tricolore-1-5th-edition,les cheveux châtains.,brown (chestnut brown) hair.,,,,phrase,,personal-info,061
tricolore-1-5th-edition,les cheveux courts.,short hair.,,,,phrase,,personal-info,061
tricolore-1-5th-edition,les cheveux frisés.,curly hair.,,,,phrase,,personal-info,061
tricolore-1-5th-edition,les cheveux longs.,long hair.,,,,phrase,,personal-info,061
tricolore-1-5th-edition,les cheveux noirs.,black hair.,,,,phrase,,personal-info,061
tricolore-1-5th-edition,les cheveux raides.,straight hair.,,,,phrase,,personal-info,061
tricolore-1-5th-edition,les cheveux roux.,red/ginger hair.,,,,phrase,,personal-info,061
tricolore-1-5th-edition,les yeux bleus/gris.,blue/grey eyes.,,,,phrase,,personal-info,061
tricolore-1-5th-edition,les yeux marron/verts.,brown/green eyes.,,,,phrase,,personal-info,061
tricolore-1-5th-edition,mai,May,,,,noun,,time-dates,061
tricolore-1-5th-edition,mardi gras,Shrove Tuesday,,,,noun,,time-dates,061
tricolore-1-5th-edition,mars,March,,,,noun,,time-dates,061
tricolore-1-5th-edition,mois,the months,les,,,noun,,time-dates,061
tricolore-1-5th-edition,novembre,November,,,,noun,,time-dates,061
tricolore-1-5th-edition,Noël,Christmas,,,,noun,,time-dates,061
tricolore-1-5th-edition,octobre,October,,,,noun,,time-dates,061
tricolore-1-5th-edition,pantalon,(pair of) trousers,un,,,noun,,shopping,061
tricolore-1-5th-edition,pull,jumper,un,,,noun,,shopping,061
tricolore-1-5th-edition,Pâques,Easter,,,,noun,,time-dates,061
tricolore-1-5th-edition,Qu'est-ce que tu as reçu comme cadeaux?,What presents did you get?,,,,phrase,,shopping,061
tricolore-1-5th-edition,quatre-vingt-deux,,,,,other,,none,061
tricolore-1-5th-edition,quatre-vingt-dix,,,,,other,,none,061
tricolore-1-5th-edition,quatre-vingt-douze,,,,,other,,none,061
tricolore-1-5th-edition,quatre-vingt-onze,,,,,other,,none,061
tricolore-1-5th-edition,quatre-vingt-un,,,,,other,,none,061
tricolore-1-5th-edition,quatre-vingts,,,,,other,,none,061
tricolore-1-5th-edition,Quelle est la date aujourd'hui?,What's the date today?,,,,phrase,,time-dates,061
tricolore-1-5th-edition,robe,dress,une,,,noun,,shopping,061
tricolore-1-5th-edition,sandales,sandals,des,,(f pl),noun,,shopping,061
tricolore-1-5th-edition,septembre,September,,,,noun,,time-dates,061
tricolore-1-5th-edition,short,(pair of) shorts,un,,,noun,,shopping,061
tricolore-1-5th-edition,soixante-dix,,,,,other,,none,061
tricolore-1-5th-edition,soixante-dix-huit,,,,,other,,none,061
tricolore-1-5th-edition,soixante-dix-neuf,,,,,other,,none,061
tricolore-1-5th-edition,soixante-dix-sept,,,,,other,,none,061
tricolore-1-5th-edition,soixante-douze,,,,,other,,none,061
tricolore-1-5th-edition,soixante-et-onze,,,,,other,,none,061
tricolore-1-5th-edition,soixante-quatorze,,,,,other,,none,061
tricolore-1-5th-edition,soixante-quinze,,,,,other,,none,061
tricolore-1-5th-edition,soixante-seize,,,,,other,,none,061
tricolore-1-5th-edition,soixante-treize,,,,,other,,none,061
tricolore-1-5th-edition,sweat,sweatshirt,un,,,noun,,shopping,061
tricolore-1-5th-edition,tee-shirt,T-shirt,un,,,noun,,shopping,061
tricolore-1-5th-edition,tennis,"tennis shoes, trainers",des,,(f pl),noun,,shopping,061
tricolore-1-5th-edition,trois-cent-soixante,,,,,other,,none,061
tricolore-1-5th-edition,vêtements,clothes,les,,,noun,,shopping,061
tricolore-1-5th-edition,écouteurs,earphones,des,,(m pl),noun,,shopping,061
tricolore-1-5th-edition,@+ (textspeak for À plus tard),See you later,,,,other,,communication,077
tricolore-1-5th-edition,adorer,"to love, adore",,,,verb,,mixed,077
tricolore-1-5th-edition,aimer,"to like, love",,,,verb,,mixed,077
tricolore-1-5th-edition,Amitiés,Best wishes,,,,noun,,communication,077
tricolore-1-5th-edition,arriver,to arrive,,,,verb,,mixed,077
tricolore-1-5th-edition,au printemps,in spring,,,,phrase,,weather,077
tricolore-1-5th-edition,automne (m),autumn,l',m,,noun,,weather,077
tricolore-1-5th-edition,basket,basketball.,le,,,noun,Je joue au basket.,hobby,077
tricolore-1-5th-edition,brouillard,It's foggy.,du,,,noun,Il y a du brouillard.,weather,077
tricolore-1-5th-edition,chaud,It's hot.,,,,adjective,Il fait chaud.,weather,077
tricolore-1-5th-edition,chercher,to look for,,,,verb,,mixed,077
tricolore-1-5th-edition,cliquer,to click,,,,verb,,mixed,077
tricolore-1-5th-edition,détester,to hate,,,,verb,,mixed,077
tricolore-1-5th-edition,en automne,in autumn,,,,phrase,,weather,077
tricolore-1-5th-edition,en hiver,in winter,,,,phrase,,weather,077
tricolore-1-5th-edition,en été,in summer,,,,phrase,,weather,077
tricolore-1-5th-edition,entrer,to enter,,,,verb,,mixed,077
tricolore-1-5th-edition,foot(ball),football.,le,,,noun,Je joue au foot(ball).,hobby,077
tricolore-1-5th-edition,froid,It's cold.,,,,adjective,Il fait froid.,weather,077
tricolore-1-5th-edition,golf,golf.,le,,,noun,Je joue au golf.,hobby,077
tricolore-1-5th-edition,habiter,to live in,,,,verb,,mixed,077
tricolore-1-5th-edition,hiver (m),winter,l',m,,noun,,weather,077
tricolore-1-5th-edition,hockey,hockey.,le,,,noun,Je joue au hockey.,hobby,077
tricolore-1-5th-edition,Il fait beau.,It's fine.,,,,phrase,,weather,077
tricolore-1-5th-edition,Il neige.,It's snowing.,,,,phrase,,weather,077
tricolore-1-5th-edition,Il pleut.,It's raining.,,,,phrase,,weather,077
tricolore-1-5th-edition,J'écoute de la musique.,I listen to music.,,,,phrase,,hobby,077
tricolore-1-5th-edition,J'écris des textos/messages.,I write some texts/messages.,,,,phrase,,hobby,077
tricolore-1-5th-edition,Je chante.,I sing.,,,,phrase,,hobby,077
tricolore-1-5th-edition,Je danse.,I dance.,,,,phrase,,hobby,077
tricolore-1-5th-edition,Je dessine.,I draw.,,,,phrase,,hobby,077
tricolore-1-5th-edition,Je discute avec mes amis.,I chat with my friends.,,,,phrase,,hobby,077
tricolore-1-5th-edition,Je joue au badminton.,I play badminton.,,,,phrase,,hobby,077
tricolore-1-5th-edition,Je joue sur la console de jeux.,I use the playstation.,,,,phrase,,hobby,077
tricolore-1-5th-edition,Je joue/travaille sur l'ordinateur.,I play/work on the computer.,,,,phrase,,hobby,077
tricolore-1-5th-edition,Je range ma chambre.,I tidy up my room.,,,,phrase,,hobby,077
tricolore-1-5th-edition,Je regarde mes e-mails/textos/messages,I look at my emails/texts/messages,,,,phrase,,hobby,077
tricolore-1-5th-edition,Je regarde un film.,I watch a film.,,,,phrase,,hobby,077
tricolore-1-5th-edition,Je reste à la maison.,I stay at home.,,,,phrase,,hobby,077
tricolore-1-5th-edition,Je retrouve mes amis.,I meet up with my friends.,,,,phrase,,hobby,077
tricolore-1-5th-edition,Je surfe sur Internet.,I surf the Internet.,,,,phrase,,hobby,077
tricolore-1-5th-edition,Je travaille.,I work.,,,,phrase,,hobby,077
tricolore-1-5th-edition,Je téléphone à un(e) ami(e).,I phone a friend.,,,,phrase,,hobby,077
tricolore-1-5th-edition,jouer,to play,,,,verb,,mixed,077
tricolore-1-5th-edition,mauvais,The weather's bad.,,,,adjective,Il fait mauvais.,weather,077
tricolore-1-5th-edition,normalement,usually,,,,adverb,,daily-routine,077
tricolore-1-5th-edition,On joue aux cartes.,We play cards.,,,,phrase,,hobby,077
tricolore-1-5th-edition,On joue à des jeux vidéo.,We play computer games.,,,,phrase,,hobby,077
tricolore-1-5th-edition,penser,to think,,,,verb,,mixed,077
tricolore-1-5th-edition,printemps,spring,le,,,noun,,weather,077
tricolore-1-5th-edition,Qu'est-ce que tu fais le weekend?,What do you do at weekends?,,,,phrase,,hobby,077
tricolore-1-5th-edition,Qu'est-ce que tu fais quand il fait mauvais?,What do you do when the weather's bad?,,,,phrase,,hobby,077
tricolore-1-5th-edition,Qu'est-ce que tu fais?,What are you doing?,,,,phrase,,hobby,077
tricolore-1-5th-edition,Quel temps fait-il?,What's the weather like?,,,,phrase,,weather,077
tricolore-1-5th-edition,quelquefois,sometimes,,,,adverb,,daily-routine,077
tricolore-1-5th-edition,radio,the radio.,la,,,noun,J'écoute la radio.,hobby,077
tricolore-1-5th-edition,regarder,"to watch, look at",,,,verb,,mixed,077
tricolore-1-5th-edition,rentrer,to come back,,,,verb,,mixed,077
tricolore-1-5th-edition,rester,to stay,,,,verb,,mixed,077
tricolore-1-5th-edition,rugby,rugby.,le,,,noun,Je joue au rugby.,hobby,077
tricolore-1-5th-edition,soleil,It's sunny.,du,,,noun,Il y a du soleil.,weather,077
tricolore-1-5th-edition,souvent,often,,,,adverb,,daily-routine,077
tricolore-1-5th-edition,surfer,to surf,,,,verb,,mixed,077
tricolore-1-5th-edition,taper,to type,,,,verb,,mixed,077
tricolore-1-5th-edition,tennis,tennis.,le,,,noun,Je joue au tennis.,hobby,077
tricolore-1-5th-edition,tennis de table,table tennis.,le,,,noun,Je joue au tennis de table.,hobby,077
tricolore-1-5th-edition,Ton ami(e),Your friend,,,,phrase,,communication,077
tricolore-1-5th-edition,travailler,to work,,,,verb,,mixed,077
tricolore-1-5th-edition,télé,TV.,la,,,noun,Je regarde la télé.,hobby,077
tricolore-1-5th-edition,téléphoner,to phone,,,,verb,,mixed,077
tricolore-1-5th-edition,vent,It's windy.,du,,,noun,Il y a du vent.,weather,077
tricolore-1-5th-edition,volley,volleyball.,le,,,noun,Je joue au volley.,hobby,077
tricolore-1-5th-edition,À bientôt,See you soon,,,,phrase,,communication,077
tricolore-1-5th-edition,écouter,to listen to,,,,verb,,mixed,077
tricolore-1-5th-edition,été (m),summer,l',m,,noun,,weather,077
tricolore-1-5th-edition,aquarium,aquarium,un,,,noun,,city-places,093
tricolore-1-5th-edition,auberge de jeunesse,youth hostel,une,,,noun,,city-places,093
tricolore-1-5th-edition,banque,bank,une,,,noun,,city-places,093
tricolore-1-5th-edition,bibliothèque,library,une,,,noun,,city-places,093
tricolore-1-5th-edition,bowling,bowling alley,un,,,noun,,city-places,093
tricolore-1-5th-edition,bâtiments religieux,religious buildings,des,,,noun,,city-places,093
tricolore-1-5th-edition,C'est assez loin.,It's quite a long way away.,,,,phrase,,city-places,093
tricolore-1-5th-edition,C'est derrière l'église.,It's behind the church.,,,,phrase,,city-places,093
tricolore-1-5th-edition,C'est devant l'église.,It's in front of the church.,,,,phrase,,city-places,093
tricolore-1-5th-edition,C'est entre le cinéma et le café.,It's between the cinema and the café.,,,,phrase,,city-places,093
tricolore-1-5th-edition,C'est loin.,It's a long way.,,,,phrase,,city-places,093
tricolore-1-5th-edition,C'est loin?,Is it far?,,,,phrase,,city-places,093
tricolore-1-5th-edition,C'est tout près.,It's very near.,,,,phrase,,city-places,093
tricolore-1-5th-edition,C'est à 50 mètres.,It's 50 metres away.,,,,phrase,,city-places,093
tricolore-1-5th-edition,C'est à côté de la poste.,It's next to the post office.,,,,phrase,,city-places,093
tricolore-1-5th-edition,C'est à côté du cinéma.,It's next to the cinema.,,,,phrase,,city-places,093
tricolore-1-5th-edition,camping,campsite,un,,,noun,,city-places,093
tricolore-1-5th-edition,cathédrale,cathedral,une,,,noun,,city-places,093
tricolore-1-5th-edition,Ce n'est pas loin.,It's not far.,,,,phrase,,city-places,093
tricolore-1-5th-edition,centre commercial,shopping centre,un,,,noun,,city-places,093
tricolore-1-5th-edition,centre sportif,sports centre,un,,,noun,,city-places,093
tricolore-1-5th-edition,château,castle,un,,,noun,,city-places,093
tricolore-1-5th-edition,Continuez tout droit.,Continue straight on.,,,,phrase,,city-places,093
tricolore-1-5th-edition,Est-ce qu'il y a un café près d'ici?,Is there a café near here?,,,,phrase,,city-places,093
tricolore-1-5th-edition,gare,station,une,,,noun,,city-places,093
tricolore-1-5th-edition,Grosse-Horloge,the big clock tower (in La Rochelle),la,,,noun,,city-places,093
tricolore-1-5th-edition,hôpital,hospital,un,,,noun,,city-places,093
tricolore-1-5th-edition,hôtel,hotel,un,,,noun,,city-places,093
tricolore-1-5th-edition,hôtel de ville,town hall,un,,,noun,,city-places,093
tricolore-1-5th-edition,Il va à la gare.,He's going to the station.,,,,phrase,,travel,093
tricolore-1-5th-edition,Ils vont aux magasins.,They are going to the shops.,,,,phrase,,travel,093
tricolore-1-5th-edition,Je vais à Paris.,I'm going to Paris.,,,,phrase,,travel,093
tricolore-1-5th-edition,magasin,shop,un,,,noun,,city-places,093
tricolore-1-5th-edition,marché,market,un,,,noun,,city-places,093
tricolore-1-5th-edition,mosquée,mosque,une,,,noun,,city-places,093
tricolore-1-5th-edition,musée,museum,un,,,noun,,city-places,093
tricolore-1-5th-edition,Nous allons à l'hôpital.,We're going to the hospital.,,,,phrase,,travel,093
tricolore-1-5th-edition,office de tourisme,tourist office,un,,,noun,,city-places,093
tricolore-1-5th-edition,parc,park,un,,,noun,,city-places,093
tricolore-1-5th-edition,"Pardon, monsieur/madame.","Excuse me, sir/madam.",,,,phrase,,city-places,093
tricolore-1-5th-edition,parking,car park,un,,,noun,,city-places,093
tricolore-1-5th-edition,patinoire,skating rink,une,,,noun,,city-places,093
tricolore-1-5th-edition,piscine,swimming pool,une,,,noun,,city-places,093
tricolore-1-5th-edition,place,square,une,,,noun,,city-places,093
tricolore-1-5th-edition,poste,post office,une,,,noun,,city-places,093
tricolore-1-5th-edition,"Pour aller au centre-ville, s'il vous plaît?","How do you get to the town centre, please?",,,,phrase,,city-places,093
tricolore-1-5th-edition,Prenez la première (1ère) rue à gauche.,Take the first road on the left.,,,,phrase,,city-places,093
tricolore-1-5th-edition,restaurant,restaurant,un,,,noun,,city-places,093
tricolore-1-5th-edition,synagogue,synagogue,une,,,noun,,city-places,093
tricolore-1-5th-edition,temple,temple,un,,,noun,,city-places,093
tricolore-1-5th-edition,terrain de football,football pitch,un,,,noun,,city-places,093
tricolore-1-5th-edition,théâtre,theatre,un,,,noun,,city-places,093
tricolore-1-5th-edition,tour,tower,une,,,noun,,city-places,093
tricolore-1-5th-edition,Tournez à droite.,Turn to the right.,,,,phrase,,city-places,093
tricolore-1-5th-edition,tout droit,straight on,,,,adverb,,city-places,093
tricolore-1-5th-edition,Tu vas au parc?,Are you going to the park?,,,,phrase,,travel,093
tricolore-1-5th-edition,à droite,on the right,,,,adverb,,city-places,093
tricolore-1-5th-edition,à gauche,on the left,,,,adverb,,city-places,093
tricolore-1-5th-edition,église,church,une,,,noun,,city-places,093
tricolore-1-5th-edition,... cinq,,,,,phrase,,time-dates,111
tricolore-1-5th-edition,... dix,,,,,phrase,,time-dates,111
tricolore-1-5th-edition,... et demie,,,,,phrase,,time-dates,111
tricolore-1-5th-edition,... et quart,,,,,phrase,,time-dates,111
tricolore-1-5th-edition,... moins cinq,,,,,phrase,,time-dates,111
tricolore-1-5th-edition,... moins dix,,,,,phrase,,time-dates,111
tricolore-1-5th-edition,... moins le quart,,,,,phrase,,time-dates,111
tricolore-1-5th-edition,... moins vingt,,,,,phrase,,time-dates,111
tricolore-1-5th-edition,... moins vingt-cinq,,,,,phrase,,time-dates,111
tricolore-1-5th-edition,... vingt,,,,,phrase,,time-dates,111
tricolore-1-5th-edition,... vingt-cinq,,,,,phrase,,time-dates,111
tricolore-1-5th-edition,allemand (m),German,l',m,,noun,,school,111
tricolore-1-5th-edition,amusant,fun,,,,adjective,C'est amusant.,school,111
tricolore-1-5th-edition,anglais,English,l',,,noun,,school,111
tricolore-1-5th-edition,après-midi,in the afternoon,l',,,noun,,time-dates,111
tricolore-1-5th-edition,assez,quite,,,,adverb,,none,111
tricolore-1-5th-edition,C'est ...,It's ...,,,,phrase,,school,111
tricolore-1-5th-edition,dessin,art,le,,,noun,,school,111
tricolore-1-5th-edition,difficile,difficult,,,,adjective,C'est difficile.,school,111
tricolore-1-5th-edition,déjeuner,lunch,le,,,noun,,food,111
tricolore-1-5th-edition,dîner,dinner (evening meal),le,,,noun,,food,111
tricolore-1-5th-edition,ennuyeux,boring,,,,adjective,C'est ennuyeux.,school,111
tricolore-1-5th-edition,EPS (éducation physique et sportive) (f),PE,l',f,,noun,,school,111
tricolore-1-5th-edition,espagnol (m),Spanish,l',m,,noun,,school,111
tricolore-1-5th-edition,facile,easy,,,,adjective,C'est facile.,school,111
tricolore-1-5th-edition,français,French,le,,,noun,,school,111
tricolore-1-5th-edition,goûter,afternoon snack,le,,,noun,,food,111
tricolore-1-5th-edition,génial,brilliant,,,,adjective,C'est génial.,school,111
tricolore-1-5th-edition,géographie,geography,la,,,noun,,school,111
tricolore-1-5th-edition,histoire (f),history,l',f,,noun,,school,111
tricolore-1-5th-edition,Il est midi et demi.,,,,,phrase,,time-dates,111
tricolore-1-5th-edition,Il est midi.,,,,,phrase,,time-dates,111
tricolore-1-5th-edition,Il est minuit et demi.,,,,,phrase,,time-dates,111
tricolore-1-5th-edition,Il est minuit.,,,,,phrase,,time-dates,111
tricolore-1-5th-edition,informatique (f),ICT,l',f,,noun,,school,111
tricolore-1-5th-edition,intéressant,interesting,,,,adjective,C'est intéressant.,school,111
tricolore-1-5th-edition,J'arrive au collège à ...,I arrive at school at ...,,,,phrase,,daily-routine,111
tricolore-1-5th-edition,Je commence mes devoirs à ...,I start my homework at ...,,,,phrase,,daily-routine,111
tricolore-1-5th-edition,Je m'appelle ...,I'm called ('I call myself') ...,,,,phrase,,personal-info,111
tricolore-1-5th-edition,je mange des sandwichs.,I eat sandwiches.,,,,phrase,,daily-routine,111
tricolore-1-5th-edition,je mange à la cantine.,I eat in the canteen.,,,,phrase,,daily-routine,111
tricolore-1-5th-edition,Je me couche ...,I go to bed ('I lay myself down') ...,,,,phrase,,daily-routine,111
tricolore-1-5th-edition,Je me lève ...,I get up ('I get myself up') ...,,,,phrase,,daily-routine,111
tricolore-1-5th-edition,Je rentre à la maison à ...,I get home at ...,,,,phrase,,daily-routine,111
tricolore-1-5th-edition,Je vais au lit à ... / Je me couche à ...,I go to bed at ...,,,,phrase,,daily-routine,111
tricolore-1-5th-edition,journée typique,a typical day,une,,,noun,,daily-routine,111
tricolore-1-5th-edition,"Le matin, je prends mon petit déjeuner à ...","In the morning, I have breakfast at ...",,,,phrase,,daily-routine,111
tricolore-1-5th-edition,"Le soir, on mange à ...","In the evening, we eat at ...",,,,phrase,,daily-routine,111
tricolore-1-5th-edition,Les cours commencent à ...,Lessons start at ...,,,,phrase,,daily-routine,111
tricolore-1-5th-edition,"leur, leurs",their (see page 105),,,,other,,none,111
tricolore-1-5th-edition,maths,maths,les,,(f pl),noun,,school,111
tricolore-1-5th-edition,matin,in the morning,le,,,noun,,time-dates,111
tricolore-1-5th-edition,musique,music,la,,,noun,,school,111
tricolore-1-5th-edition,"notre, nos",our (see page 104),,,,other,,none,111
tricolore-1-5th-edition,nuit,at night,la,,,noun,,time-dates,111
tricolore-1-5th-edition,nul,"useless, rubbish",,,,adjective,C'est nul.,school,111
tricolore-1-5th-edition,parce que,because,,,,other,,none,111
tricolore-1-5th-edition,petit déjeuner,breakfast,le,,,noun,,food,111
tricolore-1-5th-edition,pourquoi,why,,,,adverb,,none,111
tricolore-1-5th-edition,Quelle heure est-il?,What's the time?,,,,phrase,,time-dates,111
tricolore-1-5th-edition,repas,a meal,un,,,noun,,food,111
tricolore-1-5th-edition,sa matière préférée,his/her favourite subject,,,,phrase,,school,111
tricolore-1-5th-edition,sciences,science,les,,(f pl),noun,,school,111
tricolore-1-5th-edition,ses affaires,his/her/its things,,,,phrase,,none,111
tricolore-1-5th-edition,soir,in the evening,le,,,noun,,time-dates,111
tricolore-1-5th-edition,son anniversaire,his/her/its birthday,,,,phrase,,family,111
tricolore-1-5th-edition,"son, sa, ses","his, her, its (see page 103)",,,,other,,none,111
tricolore-1-5th-edition,sport,sport,le,,,noun,,school,111
tricolore-1-5th-edition,super,great,,,,adjective,C'est super.,school,111
tricolore-1-5th-edition,SVT (Sciences de la Vie et de la Terre),natural sciences,les,,,noun,,school,111
tricolore-1-5th-edition,sympa,"nice, good",,,,adjective,C'est sympa.,school,111
tricolore-1-5th-edition,technologie,technology,la,,,noun,,school,111
tricolore-1-5th-edition,très,very,,,,adverb,,none,111
tricolore-1-5th-edition,un peu,a bit,,,,adverb,,none,111
tricolore-1-5th-edition,utile,useful,,,,adjective,C'est utile.,school,111
tricolore-1-5th-edition,"votre, vos",your (see page 104),,,,other,,none,111
tricolore-1-5th-edition,vraiment,really,,,,adverb,,none,111
tricolore-1-5th-edition,"À midi, ...","At midday, ...",,,,phrase,,daily-routine,111
