collection,word,article,plural,word_class,example,topic,source_page
tricolore-1-5th-edition,"Pardon, monsieur/madame.",,,phrase,,city-places,093
tricolore-1-5th-edition,parking,un,,noun,,city-places,093
tricolore-1-5th-edition,patinoire,une,,noun,,city-places,093
tricolore-1-5th-edition,piscine,une,,noun,,city-places,093
tricolore-1-5th-edition,place,une,,noun,,city-places,093
tricolore-1-5th-edition,poste,une,,noun,,city-places,093
tricolore-1-5th-edition,"Pour aller au centre-ville, s'il vous plaît?",,,phrase,,city-places,093
tricolore-1-5th-edition,Prenez la première (1ère) rue à gauche.,,,phrase,,city-places,093
tricolore-1-5th-edition,restaurant,un,,noun,,city-places,093
tricolore-1-5th-edition,synagogue,une,,noun,,city-places,093
tricolore-1-5th-edition,temple,un,,noun,,city-places,093
tricolore-1-5th-edition,terrain de football,un,,noun,,city-places,093
tricolore-1-5th-edition,théâtre,un,,noun,,city-places,093
tricolore-1-5th-edition,tour,une,,noun,,city-places,093
tricolore-1-5th-edition,Tournez à droite.,,,phrase,,city-places,093
tricolore-1-5th-edition,tout droit,,,adverb,,city-places,093
tricolore-1-5th-edition,Tu vas au parc?,,,phrase,,travel,093
tricolore-1-5th-edition,à droite,,,adverb,,city-places,093
tricolore-1-5th-edition,à gauche,,,adverb,,city-places,093
tricolore-1-5th-edition,église,une,,noun,,city-places,093
tricolore-1-5th-edition,... cinq,,,phrase,,time-dates,111
tricolore-1-5th-edition,... dix,,,phrase,,time-dates,111
tricolore-1-5th-edition,... et demie,,,phrase,,time-dates,111
tricolore-1-5th-edition,... et quart,,,phrase,,time-dates,111
tricolore-1-5th-edition,... moins cinq,,,phrase,,time-dates,111
tricolore-1-5th-edition,... moins dix,,,phrase,,time-dates,111
tricolore-1-5th-edition,... moins le quart,,,phrase,,time-dates,111
tricolore-1-5th-edition,... moins vingt,,,phrase,,time-dates,111
tricolore-1-5th-edition,... moins vingt-cinq,,,phrase,,time-dates,111
tricolore-1-5th-edition,... vingt,,,phrase,,time-dates,111
tricolore-1-5th-edition,... vingt-cinq,,,phrase,,time-dates,111
tricolore-1-5th-edition,allemand (m),l',,noun,,school,111
tricolore-1-5th-edition,amusant,,,adjective,C'est amusant.,school,111
tricolore-1-5th-edition,anglais,l',,noun,,school,111
tricolore-1-5th-edition,après-midi,l',,noun,,time-dates,111
tricolore-1-5th-edition,assez,,,adverb,,none,111
tricolore-1-5th-edition,C'est ...,,,phrase,,school,111
tricolore-1-5th-edition,dessin,le,,noun,,school,111
tricolore-1-5th-edition,difficile,,,adjective,C'est difficile.,school,111
tricolore-1-5th-edition,déjeuner,le,,noun,,food,111
tricolore-1-5th-edition,dîner,le,,noun,,food,111
tricolore-1-5th-edition,ennuyeux,,,adjective,C'est ennuyeux.,school,111
tricolore-1-5th-edition,EPS (éducation physique et sportive) (f),l',,noun,,school,111
tricolore-1-5th-edition,espagnol (m),l',,noun,,school,111
tricolore-1-5th-edition,facile,,,adjective,C'est facile.,school,111
tricolore-1-5th-edition,français,le,,noun,,school,111
tricolore-1-5th-edition,goûter,le,,noun,,food,111
tricolore-1-5th-edition,génial,,,adjective,C'est génial.,school,111
tricolore-1-5th-edition,géographie,la,,noun,,school,111
tricolore-1-5th-edition,histoire (f),l',,noun,,school,111
tricolore-1-5th-edition,Il est midi et demi.,,,phrase,,time-dates,111
tricolore-1-5th-edition,Il est midi.,,,phrase,,time-dates,111
tricolore-1-5th-edition,Il est minuit et demi.,,,phrase,,time-dates,111
tricolore-1-5th-edition,Il est minuit.,,,phrase,,time-dates,111
tricolore-1-5th-edition,informatique (f),l',,noun,,school,111
tricolore-1-5th-edition,intéressant,,,adjective,C'est intéressant.,school,111
tricolore-1-5th-edition,J'arrive au collège à ...,,,phrase,,daily-routine,111
tricolore-1-5th-edition,Je commence mes devoirs à ...,,,phrase,,daily-routine,111
tricolore-1-5th-edition,Je m'appelle ...,,,phrase,,personal-info,111
tricolore-1-5th-edition,je mange des sandwichs.,,,phrase,,daily-routine,111
tricolore-1-5th-edition,je mange à la cantine.,,,phrase,,daily-routine,111
tricolore-1-5th-edition,Je me couche ...,,,phrase,,daily-routine,111
tricolore-1-5th-edition,Je me lève ...,,,phrase,,daily-routine,111
tricolore-1-5th-edition,Je rentre à la maison à ...,,,phrase,,daily-routine,111
tricolore-1-5th-edition,Je vais au lit à ... / Je me couche à ...,,,phrase,,daily-routine,111
tricolore-1-5th-edition,journée typique,une,,noun,,daily-routine,111
tricolore-1-5th-edition,"Le matin, je prends mon petit déjeuner à ...",,,phrase,,daily-routine,111
tricolore-1-5th-edition,"Le soir, on mange à ...",,,phrase,,daily-routine,111
tricolore-1-5th-edition,Les cours commencent à ...,,,phrase,,daily-routine,111
tricolore-1-5th-edition,"leur, leurs",,,other,,none,111
tricolore-1-5th-edition,maths,les,(f pl),noun,,school,111
tricolore-1-5th-edition,matin,le,,noun,,time-dates,111
tricolore-1-5th-edition,musique,la,,noun,,school,111
tricolore-1-5th-edition,"notre, nos",,,other,,none,111
tricolore-1-5th-edition,nuit,la,,noun,,time-dates,111
tricolore-1-5th-edition,nul,,,adjective,C'est nul.,school,111
tricolore-1-5th-edition,parce que,,,other,,none,111
tricolore-1-5th-edition,petit déjeuner,le,,noun,,food,111
tricolore-1-5th-edition,pourquoi,,,adverb,,none,111
tricolore-1-5th-edition,Quelle heure est-il?,,,phrase,,time-dates,111
tricolore-1-5th-edition,repas,un,,noun,,food,111
tricolore-1-5th-edition,sa matière préférée,,,phrase,,school,111
tricolore-1-5th-edition,sciences,les,(f pl),noun,,school,111
tricolore-1-5th-edition,ses affaires,,,phrase,,none,111
tricolore-1-5th-edition,soir,le,,noun,,time-dates,111
tricolore-1-5th-edition,son anniversaire,,,phrase,,family,111
tricolore-1-5th-edition,"son, sa, ses",,,other,,none,111
tricolore-1-5th-edition,sport,le,,noun,,school,111
tricolore-1-5th-edition,super,,,adjective,C'est super.,school,111
tricolore-1-5th-edition,SVT (Sciences de la Vie et de la Terre),les,,noun,,school,111
tricolore-1-5th-edition,sympa,,,adjective,C'est sympa.,school,111
tricolore-1-5th-edition,technologie,la,,noun,,school,111
tricolore-1-5th-edition,très,,,adverb,,none,111
tricolore-1-5th-edition,un peu,,,adverb,,none,111
tricolore-1-5th-edition,utile,,,adjective,C'est utile.,school,111
tricolore-1-5th-edition,"votre, vos",,,other,,none,111
tricolore-1-5th-edition,vraiment,,,adverb,,none,111
tricolore-1-5th-edition,"À midi, ...",,,phrase,,daily-routine,111
tricolore-1-5th-edition,éducation civique (f),l',,noun,,school,111
tricolore-1-5th-edition,ananas,un,,noun,,food,125
tricolore-1-5th-edition,banane,une,,noun,,food,125
tricolore-1-5th-edition,beurre,du,,noun,,food,125
tricolore-1-5th-edition,boissons chaudes,des,(f pl),noun,,food,125
tricolore-1-5th-edition,boissons froides,des,(f pl),noun,,food,125
tricolore-1-5th-edition,bon pour la santé,,,phrase,,health,125
tricolore-1-5th-edition,bonbons,des,(m pl),noun,,health,125
tricolore-1-5th-edition,brocolis,des,(m pl),noun,,food,125
tricolore-1-5th-edition,C'est (très) bon/délicieux.,,,phrase,,food,125
tricolore-1-5th-edition,café,du,,noun,,food,125
tricolore-1-5th-edition,carottes,des,(f pl),noun,,food,125
tricolore-1-5th-edition,chips,des,(m pl),noun,,food,125
tricolore-1-5th-edition,chocolat chaud,un,,noun,,food,125
tricolore-1-5th-edition,chou,un,,noun,,food,125
tricolore-1-5th-edition,chou-fleur,un,,noun,,food,125
tricolore-1-5th-edition,coca,du,,noun,,food,125
tricolore-1-5th-edition,confiture,de la,,noun,,food,125
tricolore-1-5th-edition,confiture d'oranges,de la,,noun,,food,125
tricolore-1-5th-edition,croissants,des,(m pl),noun,,food,125
tricolore-1-5th-edition,croustillant,,,adjective,,food,125
tricolore-1-5th-edition,céréales,des,(f pl),noun,,food,125
tricolore-1-5th-edition,desserts,des,(m pl),noun,,food,125
tricolore-1-5th-edition,"Désolé(e), mais je n'aime pas beaucoup ça.",,,phrase,,food,125
tricolore-1-5th-edition,eau (minérale) (f),de l',,noun,,food,125
tricolore-1-5th-edition,Encore du/de la/de l'/des … ?,,,phrase,,food,125
tricolore-1-5th-edition,fraise,une,,noun,,food,125
tricolore-1-5th-edition,framboise,une,,noun,,food,125
tricolore-1-5th-edition,frites,des,(f pl),noun,,food,125
tricolore-1-5th-edition,fromage,du,,noun,,food,125
tricolore-1-5th-edition,fruits,des,(m pl),noun,,food,125
tricolore-1-5th-edition,glace,une,,noun,,food,125
tricolore-1-5th-edition,gâteau,un,,noun,,food,125
tricolore-1-5th-edition,haricots verts,des,(m pl),noun,,food,125
tricolore-1-5th-edition,hors-d'œuvre,un,,noun,,food,125
tricolore-1-5th-edition,J'aime (beaucoup) le/la/les …,,,phrase,,food,125
tricolore-1-5th-edition,jambon,du,,noun,,food,125
tricolore-1-5th-edition,jus de fruit,du,,noun,,food,125
tricolore-1-5th-edition,lait,du,,noun,,food,125
tricolore-1-5th-edition,limonade,de la,,noun,,food,125
tricolore-1-5th-edition,légumes,des,(m pl),noun,,food,125
tricolore-1-5th-edition,melon,un,,noun,,food,125
tricolore-1-5th-edition,"Merci, j'ai assez mangé.",,,phrase,,food,125
tricolore-1-5th-edition,"Non, merci.",,,phrase,,food,125
tricolore-1-5th-edition,oignon,un,,noun,,food,125
tricolore-1-5th-edition,omelette (f),de l',,noun,,food,125
tricolore-1-5th-edition,orange,une,,noun,,food,125
tricolore-1-5th-edition,"Oui, je veux bien.",,,phrase,,food,125
tricolore-1-5th-edition,"Oui, s'il vous plaît.",,,phrase,,food,125
tricolore-1-5th-edition,pain,du,,noun,,food,125
tricolore-1-5th-edition,pain grillé,du,,noun,,food,125
tricolore-1-5th-edition,pas trop,,,adverb,,health,125
tricolore-1-5th-edition,petits pois,des,(m pl),noun,,food,125
tricolore-1-5th-edition,pizza,de la,,noun,,food,125
tricolore-1-5th-edition,plat principal,le,,noun,,food,125
tricolore-1-5th-edition,poire,une,,noun,,food,125
tricolore-1-5th-edition,poisson,du,,noun,,food,125
tricolore-1-5th-edition,pomme,une,,noun,,food,125
tricolore-1-5th-edition,pommes de terre,des,(f pl),noun,,food,125
tricolore-1-5th-edition,potage,du,,noun,,food,125
tricolore-1-5th-edition,poulet,du,,noun,,food,125
tricolore-1-5th-edition,pâté,du,,noun,,food,125
tricolore-1-5th-edition,pêche,une,,noun,,food,125
tricolore-1-5th-edition,raisins,des,(m pl),noun,,food,125
tricolore-1-5th-edition,repas,un,,noun,,food,125
tricolore-1-5th-edition,riz,du,,noun,,food,125
tricolore-1-5th-edition,salade,de la,,noun,,food,125
tricolore-1-5th-edition,sel,le,,noun,,health,125
tricolore-1-5th-edition,sucre,du,,noun,,food,125
tricolore-1-5th-edition,sucreries,des,(f pl),noun,,health,125
tricolore-1-5th-edition,surtout,,,adverb,,health,125
